latitude,longitude
29.401325,-81.177222
29.4013248199866,-81.17722158566458
29.401324716401867,-81.17722134035056
29.40132452172796,-81.17722100928849
29.401324863024886,-81.1772213454443
29.401324406999624,-81.17722042006461
29.40132398378982,-81.17722031331265
29.4013241858344,-81.17721867055104
29.40132221536635,-81.17721654842121
29.401322950089437,-81.17721624342073
29.401322513463292,-81.17721277455904
29.40132391447132,-81.17721484468942
29.401318617290244,-81.17720749385765
29.401322142894763,-81.17721141353583
29.40131834443596,-81.17720474804389
29.40132180177301,-81.17721526304105
29.40131692004928,-81.17720849676734
29.401315402179417,-81.1772110107696
29.40131256002215,-81.17722146064115
29.401314148769085,-81.17722224273624
29.401307058847145,-81.17722425609308
29.401312281849837,-81.17722845827784
29.40130452342412,-81.17722968306931
29.401319140365757,-81.17723061535236
29.401319084054865,-81.17723006650203
29.40133861228379,-81.17721043210956
29.401347090758613,-81.17720673969563
29.401353193930618,-81.17717559360882
29.401391841125008,-81.17716224776649
29.401375045809232,-81.1771395731236
29.401417844927032,-81.17707712696233
29.401367277794,-81.17713987503072
29.401387459502377,-81.1770986851691
29.401335784782535,-81.17712249689114
29.401326113892985,-81.1770974549797
29.401301990664603,-81.17713763418276
29.401303967780187,-81.17712715747628
29.401329248438405,-81.17705446100665
29.401240264937588,-81.17730619362001
29.40130683699471,-81.17717577794235
29.40127220062086,-81.17717188751193
29.401306897231244,-81.17715918171743
29.40130720953055,-81.17715793625712
29.40134447311728,-81.17714158667121
29.40134062536792,-81.17714004393352
29.40134488364737,-81.17710732012307
29.401341218256004,-81.1770975139392
29.401361402789583,-81.17705984334049
29.401376429053073,-81.17705753799075
29.401379435498733,-81.1770465094643
29.401368972533156,-81.17705546104465
29.40135503227446,-81.177052333515
29.401333510998327,-81.17705912583483
29.401337721343673,-81.17707896934898
29.401343038566164,-81.17707584748534
29.401335077862303,-81.17711106773291
29.401347532909394,-81.17712049049436
29.40131938522854,-81.17710970657565
29.401302506921905,-81.17714636099416
29.40132395297311,-81.17713475183824
29.401313670447635,-81.17713625815158
29.40132164503945,-81.17714692102183
29.401336755102278,-81.17712280313414
29.40131646224984,-81.17713612204359
29.401322718710368,-81.17713957893912
29.401322354910647,-81.17715262629767
29.401319911834435,-81.17717188912047
29.401303808715497,-81.17716785730272
29.40132613741088,-81.17717279242385
29.40133879913337,-81.1771899587866
29.40131986253489,-81.17721045144307
29.401332825534357,-81.17716925614229
29.401404992029576,-81.17720750821086
29.401463229463594,-81.17717294533912
29.40152155691779,-81.17715539514153
29.401494950022816,-81.17713577249351
29.40157640876769,-81.17711992148047
29.401541253953628,-81.17706876905515
29.401529490982107,-81.17705110775425
29.401426158004046,-81.17705037493644
29.401425841280535,-81.17707978777047
29.401332932317096,-81.17712131983542
29.401715509475835,-81.17587059797394
29.40074198421779,-81.17837593773663
29.40118085618578,-81.17711513542852
29.401164702262623,-81.17709925276006
29.40120254832597,-81.17707430942379
29.40117168250925,-81.17703229097899
29.401189536929763,-81.17703954269939
29.40126720610017,-81.17700071093452
29.401279251946683,-81.17697737681748
29.401393640652643,-81.17697407702356
29.401443392277095,-81.17701618491812
29.401440101393373,-81.17690200562473
29.401403441214004,-81.1769620558007
29.40136480468711,-81.17692671010178
29.401338922305868,-81.17696130617563
29.40133140802428,-81.17707224192276
29.40136308301646,-81.17700869382294
29.401339833615282,-81.17705934924786
29.40128727075807,-81.17705753617597
29.401159134958142,-81.17717196958917
29.401138491798676,-81.17725135416323
29.401138047945587,-81.17727153423533
29.401237864567285,-81.17730251323927
29.401241858899244,-81.17738467225102
29.401265834170612,-81.17741836630007
29.40136182827662,-81.17726376540767
29.40142719299351,-81.17727703464801
29.401363050299814,-81.17715478384135
29.401431324597027,-81.17715275505891
29.401530847510053,-81.17710494171324
29.40146432654461,-81.1770896997319
29.40149281571553,-81.17720628189846
29.401463875410673,-81.17722790090014
29.401312654902206,-81.17711527896058
29.40125822570965,-81.17712011615615
29.40121974471257,-81.17708846228341
29.401265649926145,-81.17706652713998
29.401259096446655,-81.17696139634717
29.401281449675025,-81.17697527333033
29.401292738982864,-81.17711652934965
29.401262969533,-81.17710449322709
29.40136066154473,-81.17703281716011
29.40137661863353,-81.176927131521
29.40140851524907,-81.17709681544743
29.401397202450287,-81.17697248620985
29.401452867634845,-81.17716438094993
29.401406500911794,-81.17708706006174
29.40127043084992,-81.17694040803075
29.40131758440733,-81.1767630943749
29.4015088091861,-81.17686528899868
29.4015603291397,-81.17694921236183
29.40151482933581,-81.17672026283952
29.401534005806926,-81.1767159238817
29.40171413333767,-81.17693430559798
29.40155228670262,-81.17713931893161
29.401538961947097,-81.17706114314088
29.401654332084963,-81.17709458930841
29.40164368255727,-81.17725257140175
29.401629978038958,-81.17716050393439
29.401507729590794,-81.17717442901935
29.401486963910106,-81.1771461402105
29.40137462374478,-81.17727309153761
29.401322412851982,-81.17737689584462
29.401298004502816,-81.17711935962255
29.40127674843182,-81.17719752159626
29.401130678369118,-81.177116314464
29.401176414340092,-81.17703063216283
29.40126133473393,-81.17695409539073
29.40125055212083,-81.17707158520169
29.40129889500276,-81.17687018965974
29.401335049632745,-81.1769743659437
29.40120813973674,-81.1770765517514
29.4009031996516,-81.17724383399043
29.4006939346358,-81.17755671094882
29.40072857614352,-81.17761168708071
29.40077090678092,-81.17791833653135
29.400887347081785,-81.17748237417682
29.40069915245521,-81.17773508428787
29.400406274992626,-81.17747144882952
29.400254060183887,-81.17722512929804
29.400316337283346,-81.1771282061265
29.400769440101556,-81.1772562616297
29.40093432699485,-81.17716284746655
29.400745081339394,-81.17696467082706
29.401313741414544,-81.17691795763609
29.401601896927755,-81.17704558393513
29.401625686966508,-81.17696971022548
29.40175517619519,-81.17660050358245
29.401646233054024,-81.17661146285363
29.40213746877214,-81.17659868509719
29.401603705550833,-81.17673367669461
29.401722744857476,-81.17631182260371
29.401560273084822,-81.176376649964
29.40173923563539,-81.1764336756554
29.401428336441068,-81.17668860185205
29.401315714294572,-81.1768768035286
29.401196248422913,-81.1770726355017
29.400943127834605,-81.1772068652037
29.40085898996321,-81.1775312126116
29.400781875569866,-81.17714494859533
29.40064064940284,-81.17738021956055
29.400636297424615,-81.17748255972707
29.400697360765378,-81.17778609421225
29.400020463175718,-81.17811560310331
29.39999407134641,-81.1782559511689
29.400038016840277,-81.17881923125944
29.400607009651406,-81.17829744534015
29.40088030806288,-81.17852116068525
29.401326536119136,-81.17795657586557
29.401719990218574,-81.17753783931792
29.401509066957672,-81.17703796219688
29.401750418537784,-81.1769270327396
29.401504832479088,-81.177364886789
29.401749396704147,-81.17646502689408
29.40155205960852,-81.17707365878634
29.402255303662567,-81.17667242943853
29.402088865154195,-81.17695228159707
29.40189756559068,-81.17611292098294
29.40172205535558,-81.17686110759618
29.40213995472494,-81.17689335518848
29.40174872651603,-81.17659811952723
29.40162539833781,-81.17695143607772
29.40126031051976,-81.17679903080312
29.401501466177304,-81.1763186682686
29.401295613591774,-81.17670191177012
29.401114596144996,-81.17625769003205
29.40134787038848,-81.17596329968393
29.401152074801878,-81.17597189175872
29.40130707861008,-81.17659014957938
29.40123309933708,-81.17701609500436
29.401585678159712,-81.17787193463586
29.40188380227763,-81.17811711916073
29.4019139256188,-81.1780787783642
29.40176182938768,-81.17751529725659
29.4019002006189,-81.1772418668175
29.401761896761325,-81.17691233663379
29.40178959357325,-81.17694423390269
29.402041779734002,-81.17688279119758
29.402083303863936,-81.17648837792152
29.402173755454474,-81.17618753744657
29.40245612429012,-81.17627262324416
29.402817195740532,-81.17623374079967
29.402393572620593,-81.1765279779232
29.402232775666956,-81.17635518155757
29.401678984371642,-81.1769456690171
29.401754052762097,-81.17671786017256
29.401519861832778,-81.17766261621675
29.401526466201833,-81.17723165758385
29.401442872440004,-81.17702219449843
29.40078737056446,-81.17720248041256
29.400526626243824,-81.17695857081742
29.39989810917551,-81.17758091131076
29.400232791805966,-81.1777227815174
29.400362523669607,-81.17835390680206
29.400632176133755,-81.17791606744613
29.399725806869206,-81.17773418705782
29.40035614828112,-81.17739437376062
29.400355866883856,-81.1783092103294
29.400466929240608,-81.17787630823933
29.40078342947564,-81.17691802213272
29.400213560133377,-81.17741715844475
29.39901368440588,-81.1777967275976
29.399853190177367,-81.1793857549478
29.40031039780235,-81.18122982743449
29.400987245670258,-81.18042067578303
29.401327207744558,-81.18205448065203
29.401089831119748,-81.18082895418438
29.401347099633966,-81.18172161901899
29.401252011883166,-81.1811782829769
29.400629064818766,-81.18116173080148
29.400931740565483,-81.18124275135236
29.401127169549618,-81.18148308414288
29.400966404755668,-81.18112812635684
29.401188645845917,-81.18033134841703
29.40164106899878,-81.18041367797622
29.40156065751885,-81.18049360074396
29.401081321918053,-81.18071517697668
29.40146225992538,-81.18151399411326
29.40157280925428,-81.18106321501176
29.402174602026793,-81.1799272744122
29.40223371957174,-81.17872046176237
29.401405126534325,-81.17765898728895
29.399465038922884,-81.17844610083955
29.403340242329993,-81.16662759490401
29.398671200580914,-81.1782941810168
29.39306390018319,-81.18897234062985
29.39540870200666,-81.1852024916785
29.394994131434416,-81.18064034134827
29.394400336632362,-81.18230493750559
29.39565539699066,-81.18349037150807
29.396929584996634,-81.18374314673446
29.40103493004217,-81.18589728678683
29.400048329409906,-81.18340293222802
29.397060220116288,-81.18242706736174
29.39761098301112,-81.18208056781098
29.399269462480294,-81.18135281590523
29.40090709905859,-81.18015593728282
29.400792386262932,-81.17201875308265
29.402595217811744,-81.17795995278735
29.408413807713515,-81.18524041884078
29.40446759684002,-81.18193609227053
29.401436031993697,-81.17689953835804
29.401024007606296,-81.17921804515437
29.401277444311752,-81.1780684177104
29.401563856823817,-81.17896884400017
29.402246449013727,-81.17686247249125
29.40325894488661,-81.17736074106327
29.40374150485538,-81.17728465324133
29.40349024077035,-81.17922367425099
29.402333897850678,-81.17866603573361
29.402057626419854,-81.1813842921158
29.4024060149161,-81.17935077225509
29.40280570296428,-81.18262333802534
29.402714344524465,-81.18405595264859
29.40383372581261,-81.1825173037126
29.40637070144004,-81.18216704325056
29.40614166252854,-81.1807769770168
29.406342875225796,-81.17955685712982
29.405737973833237,-81.17906255125949
29.404827588515467,-81.17756655444381
29.4047609575064,-81.17789374903498
29.406800405435803,-81.1774063960146
29.405761694387305,-81.17857063387821
29.40475907405366,-81.1768630074369
29.405564075984245,-81.18034173438484
29.403246778598476,-81.17912840015151
29.40469541857923,-81.18211980073353
29.40173265314031,-81.17898686423435
29.403919577085667,-81.18020271347528
29.412290607876045,-81.18541343220585
29.406708061633946,-81.18092475111384
29.406619594107465,-81.18252991014828
29.438445966603,-81.20410702669817
29.374247029614764,-81.16029975518474
29.40481594733753,-81.18175833007697
29.40265821720161,-81.18068402763153
29.403475309153357,-81.18204624323135
29.401372812965747,-81.18169410030296
29.402375957017195,-81.18158009542371
29.399707636466292,-81.1792438186463
29.40156985649194,-81.17972195220621
29.396388825381482,-81.1775380331687
29.401493112878228,-81.17766492757791
29.396920897030192,-81.17670969389926
29.400101703710828,-81.17747407550755
29.396199298553345,-81.17689723148223
29.411423391862822,-81.18938110932928
29.387166881877388,-81.16569971821004
29.402092345407272,-81.17670172719943
29.401910184629717,-81.1767498611207
29.429430425722884,-81.2023310415644
29.382881540724636,-81.15469458337682
29.404566993090594,-81.1793652700763
29.415716418462157,-81.19125698700574
29.383628355630158,-81.15981185752617
29.39244475811284,-81.16802872300552
29.413169021119792,-81.18898406148709
29.41170634388475,-81.18679684059343
29.402691786704786,-81.1762214412772
29.40425120508483,-81.1759821974022
29.40509337674167,-81.17376831599462
29.404946529007425,-81.17339067890505
29.40451075370291,-81.17432050756295
29.403139496936344,-81.17523067433869
29.40167687602567,-81.17605280017517
29.40145194609811,-81.17838683266586
29.4001419446423,-81.17978010022144
29.418046665961054,-81.19674386282063
29.377712782756916,-81.16488669763733
29.401228736264663,-81.18286190857823
29.397149044139198,-81.1849067661316
29.39516654562588,-81.18182228871767
29.393859706239876,-81.1834317403095
29.39128174192333,-81.18292804788551
29.38765609809291,-81.18299989893376
29.38951424942406,-81.18179098444658
29.387721195048968,-81.18361434732888
29.38919666550638,-81.18139804546752
29.387953325467606,-81.18111444111068
29.39068292621258,-81.17990028476443
29.38955282451966,-81.17810496038632
29.392458964879225,-81.17847714877392
29.394106309416046,-81.17914030191898
29.394593355391677,-81.17961837325075
29.39856374554393,-81.18467353456934
29.3960442572854,-81.18225657591279
29.40124671865018,-81.1883587815767
29.39924049845991,-81.18774593198651
29.400102518662457,-81.18882691800458
29.395892151397383,-81.18454729585007
29.39581949511822,-81.18456588985161
29.395146380199467,-81.18045274725985
29.4013960240403,-81.18287917444418
29.398781644851844,-81.18180066126082
29.39636793815873,-81.17381518890626
29.397337593779977,-81.17673587035331
29.395853346872048,-81.17490684202738
29.393289002272876,-81.1760280824482
29.395854026357735,-81.17650613382779
29.398257340441315,-81.179623614388
29.398877162177005,-81.17952384372384
29.397790559919514,-81.1801867586799
29.401487817848608,-81.17857583402842
29.400430282468594,-81.17927112000197
29.403631405627358,-81.18155600080327
29.40074421922622,-81.17873742901561
29.402323654945395,-81.17560233633897
29.398611195410638,-81.17663203305042
29.397627305220173,-81.17390054738384
29.396015408563777,-81.1722208576235
29.395263691641585,-81.16645202368825
29.39849338886206,-81.16744058397596
29.396645361454336,-81.16314141516705
29.398093433160838,-81.16370578293574
29.398295579028012,-81.16417131238
29.39944849595285,-81.17177643100166
29.397824142807583,-81.16946274567626
29.398843550587756,-81.17658954869353
29.40247484356368,-81.17614138503083
29.401563522605613,-81.17631052560797
29.399394582258516,-81.17776447015808
29.397561465267547,-81.17686332507378
29.39757959946835,-81.18014375932954
29.39830531317243,-81.18048849901427
29.398756998134715,-81.18386193086025
29.39923556899971,-81.18371579057467
29.398477783239105,-81.18594524536593
29.388718909817598,-81.21736389482936
29.412795807950157,-81.15775286015688
29.40188848461131,-81.18517835431808
29.401113743553967,-81.18660903497049
29.40165684471772,-81.17980469220318
29.40607750521027,-81.18367038402044
29.40194664540556,-81.17674070229016
29.406582498716794,-81.18003108418414
29.402257616599844,-81.17687143932702
29.4047578951496,-81.17505958654083
29.404072714598946,-81.17990114337901
29.405345805312795,-81.17855932289162
29.4050546792057,-81.18435041074139
29.404208730402576,-81.18253014550167
29.404584246628012,-81.18133810381705
29.40525391197115,-81.18678940858148
29.4024574667774,-81.18291456210974
29.404011697701076,-81.18579547398721
29.401805166228034,-81.18241456718312
29.401420889048026,-81.18383711981681
29.402124156817614,-81.18189492934694
29.401854004396093,-81.18260355019173
29.400696887802376,-81.18113503615747
29.398028559481048,-81.17751670597431
29.396085003114973,-81.17464766714757
29.39657702140044,-81.17301449837723
29.39828913002259,-81.17687830798592
29.398770557844607,-81.17830806836272
29.400045634643707,-81.17637392584501
29.397110234044316,-81.17378901678292
29.40147984561488,-81.17534365562396
29.400958990420644,-81.17460691177463
29.400188801800567,-81.1735627188402
29.399271231173262,-81.17554085450283
29.39726117670386,-81.1733381256501
29.400696249729034,-81.17537406426325
29.40065801662206,-81.17692822198316
29.39960092887254,-81.17652739719577
29.398372826955928,-81.17333131066106
29.401947663286595,-81.17383171324141
29.39197194679629,-81.22406041681502
29.417997956252076,-81.12651906617563
29.40118002058189,-81.17565413233854
29.403556262811477,-81.1721717005723
29.38878206767027,-81.22690007853606
29.407029594006627,-81.12411716492971
29.39697515639625,-81.17691950900942
29.396171668486247,-81.17568579116067
29.400764482748656,-81.1797818919491
29.39954680645466,-81.17844173630992
29.403551481797873,-81.1774265062798
29.40205020992887,-81.17819150135364
29.398015781754612,-81.173265640617
29.396084189465906,-81.17245660058443
29.39767925344557,-81.17695667989591
29.398060145683743,-81.17220526727789
29.39554056485381,-81.1750713313201
29.39582795814651,-81.17270023162217
29.399977460553576,-81.17959620131036
29.398328979108932,-81.17029092321434
29.400815910220697,-81.18066080152443
29.39695430088403,-81.17725931627454
29.400224034579427,-81.17605901891841
29.395216277842227,-81.17216082183167
29.395753287754648,-81.1725435185812
29.393025363400728,-81.17218825130416
29.375346985239133,-81.22097672392964
29.410805704524236,-81.11878611719608
29.39610904198706,-81.17150398461304
29.374135770167634,-81.22133227471343
29.42193242124899,-81.12483846706954
29.399510546856526,-81.17504427212323
29.383770040027812,-81.2292367529138
29.42667895679487,-81.13171560003025
29.40744140814334,-81.18049082986364
29.40921355782345,-81.18157971514623
29.40907732390887,-81.18220455915016
29.409024633854695,-81.17890116925037
29.408428027235985,-81.1773556488199
29.405537285168194,-81.16959710488709
29.405554746351196,-81.16861701144451
29.404774207297518,-81.16854510002413
29.40257949927057,-81.16575082330687
29.404019963100012,-81.16838767566422
29.404773447143125,-81.16807650763445
29.402661184696314,-81.1688072968107
29.406694787408664,-81.17789433094822
29.4071476353299,-81.18262849321864
29.40722679038117,-81.18336391955295
29.409066448095558,-81.1856778284254
29.39401043878347,-81.24218448241636
29.405490937130107,-81.19224285740769
29.4196790920412,-81.13341068463563
29.402593083414633,-81.1921303136271
29.405473436016994,-81.1889683188449
29.37806211529269,-81.31630926261705
29.427201945308255,-81.06423491982197
29.401038589598976,-81.19074704665782
29.40153409518929,-81.18876013806174
29.401025090615207,-81.18413618124688
29.399837132971328,-81.18308195101825
29.400111843175104,-81.17644081745829
29.3979140410359,-81.17576508710987
29.40003202390952,-81.17557062235186
29.398786002444535,-81.17500833373586
29.401386918536918,-81.17596723382357
29.39908817248465,-81.17164183138493
29.40074197110239,-81.17280112579596
29.400067581698835,-81.16650058119407
29.404425708577985,-81.17031913015218
29.40616796537972,-81.16612674961179
29.40347844139909,-81.1741561056062
29.403816095297184,-81.16878489106358
29.401635097178442,-81.17784211234363
29.400739605658575,-81.17759110770695
29.399393270718207,-81.1747759199558
29.396377753151533,-81.1749375510838
29.39834740678934,-81.17394505634711
29.39833625438475,-81.17712608975032
29.39911395431298,-81.17793106819668
29.395749755489117,-81.1774003937037
29.398668560432295,-81.17982003348148
29.396062485449978,-81.17469881163325
29.398420014379823,-81.17627731995977
29.399787351167976,-81.17798639662658
29.399231011981023,-81.17704441445814
29.398927653649434,-81.17758577168075
29.402725578451168,-81.18112021340939
29.401383948706588,-81.18404175859054
29.401306344866157,-81.1930958041463
29.40415113150454,-81.16628308345797
29.397076094470254,-81.18559585243766
29.397888720627225,-81.17234257306691
29.396292829299185,-81.16668334301569
29.398340388701186,-81.16528436157957
29.396136353915793,-81.1619559111308
29.401320471368074,-81.14782560784757
29.409153847884497,-81.15287154234868
29.409827812878998,-81.1368213994458
29.413433531851823,-81.15317214365506
29.415305527479152,-81.14069390854118
29.41060122820264,-81.16078100520524
29.415735210723824,-81.14530550157413
29.40468838728584,-81.15568698059008
29.409796688769678,-81.15094251228948
29.404189320504237,-81.15425018046663
29.40089324272499,-81.14603948507862
29.399531127619017,-81.15853397643461
29.395720574660334,-81.16057579662366
29.401280688622315,-81.1643581427436
29.397589419716297,-81.16732624891378
29.40499932510771,-81.16705645898959
29.403599045975202,-81.17848621050379
29.411282168974648,-81.17500647031433
29.410534785480454,-81.18122161523607
29.411925026209172,-81.17620943132245
29.413726431143484,-81.18572130997956
29.40328094265162,-81.17407485841488
29.4034613192852,-81.18248579027342
29.401904023848743,-81.17418322755711
29.401513611175375,-81.17703228505519
29.398595828335317,-81.16005370132162
29.39735629589569,-81.15733125616957
29.40370580930942,-81.15418519874133
29.39936391242725,-81.1575074316842
29.399682812107315,-81.1499683588523
29.404934262377477,-81.14084294690618
29.408121127386213,-81.15532105796481
29.40132601073945,-81.14630612639176
29.402331571977655,-81.14741362307608
29.40277190847804,-81.14586765584535
29.394119253779966,-81.16098033020435
29.41284972424961,-81.14593873662031
29.408279754055044,-81.16354790232535
29.412410508711964,-81.16375015778624
29.403334069915843,-81.17154659929332
29.422309317151957,-81.16068903177613
29.408792849287444,-81.16725603523169
29.41112454895793,-81.17888136675421
29.398253251130473,-81.17669141541047
29.39056093872501,-81.19140835353403
29.391634634976647,-81.184386034379
29.385812984110466,-81.19620574044158
29.377228809289058,-81.18778008404925
29.381048776591904,-81.18839094730315
29.37914215742317,-81.18568592518052
29.382343253318066,-81.1825773599722
29.38159351915736,-81.17982132997199
29.381015162307712,-81.17876476183596
29.38425602936008,-81.17840718694586
29.385939583413965,-81.1784634039702
29.3783532815545,-81.17318763537372
29.381018616913874,-81.16524161630777
29.379225734161928,-81.15991829985353
29.382402457101275,-81.15591700889712
29.379275643660787,-81.14882177611318
29.379547998212402,-81.14787892596242
29.39329867510727,-81.15147617354346
29.392941360321544,-81.1513194041981
29.383615799338447,-81.1503024853926
29.389238193049923,-81.15489517648999
29.39046884631668,-81.15883937932577
29.387901435453028,-81.16646097481491
29.38972498502689,-81.17432397105766
29.38837074522644,-81.17869522041146
29.395982370279345,-81.19085797077389
29.394843907876258,-81.19467023763153
29.386880696773833,-81.19404472281627
29.387688888442327,-81.19478481696899
29.38654694910993,-81.19420624423297
29.38861609116545,-81.19158105379917
29.39694900082386,-81.18533369607104
29.39553202308819,-81.1824098303208
29.395339759183212,-81.17464997741575
29.397621849122622,-81.17094223185524
29.39934155434797,-81.17099678668649
29.40198470028678,-81.17134581776855
29.39707619957314,-81.16794537379123
29.398546040153928,-81.16764254630458
29.39857277684647,-81.16693533483745
29.399772579990092,-81.16801263743817
29.39475841408777,-81.16905807248692
29.392895709510857,-81.16545257365787
29.405337752814596,-81.17215569394244
29.403118982065283,-81.16927484605634
29.406230150356954,-81.17268401643776
29.40472447880917,-81.17659712794958
29.39477917487264,-81.1711026113929
29.399132856214027,-81.16736844195563
29.390387021113078,-81.16209153870314
29.331848127128175,-81.14459500212972
29.453918844602402,-81.18163447262889
29.392812795459292,-81.17044906080076
29.394174845123004,-81.16920864207714
29.40663202697066,-81.17343448392192
29.408567429822984,-81.17129776237235
29.41266368486107,-81.17216777664075
29.415829309968494,-81.16731593716338
29.356910908767926,-81.14531755439053
29.485212394861897,-81.19419709084676
29.418342942814867,-81.17552473413
29.369186580442868,-81.14994955437832
29.361020617326062,-81.15681198785116
29.529743980666627,-81.22464100981124
29.413865558086925,-81.18840796423582
29.36232981312782,-81.16603853270139
29.470153402671446,-81.2156527037249
29.421162266737962,-81.1900787101389
29.42354563603932,-81.19352772298501
29.420636188424247,-81.19219166100505
29.42336353900173,-81.18835301732591
29.42923372449973,-81.18716332775752
29.38628562846165,-81.16550597029776
29.41155200718344,-81.16860023586636
29.431214146921082,-81.17741071014302
29.38985848114599,-81.15300333716118
29.381350595390753,-81.16921182437996
29.378603090368767,-81.1670408648082
29.378656878541502,-81.17013929126
29.370616133837935,-81.16513456979187
29.379763431617896,-81.18158736960916
29.37192638860968,-81.17982924814723
29.389685471658947,-81.18168220052866
29.38861445907031,-81.18748593240568
29.394726667913087,-81.18760966131833
29.398486073826803,-81.19464449418133
29.4012835399424,-81.1977151800946
29.40269164117771,-81.20427680674365
29.40580850044492,-81.19949036791702
29.414704299773888,-81.20359860513808
29.415582650126584,-81.19475220618334
29.43004688488481,-81.19556290749286
29.426213446252824,-81.18481303515699
29.435524950708274,-81.18687385645535
29.436920374747615,-81.17595131663575
29.446426576123123,-81.17552279748443
29.437875581425637,-81.17437281740888
29.44498530366619,-81.17536187555332
